Time (s),X (g),Y (g),Z (g)
1.694454193,-0.0009219696,0.001456214,0.005730123
1.699387551,-0.005779997,0.0001487111,0.01558792
1.704319954,-0.002492938,0.003400935,0.008558929
1.709252834,-0.00140096,0.0001327127,0.01423418
1.714185715,-0.002745535,-0.0005225642,0.01894281
1.719118595,0.002324142,0.001424199,0.009092846
1.724051953,-0.002241756,0.002899684,0.007139973
1.728984356,-0.002700591,0.001590177,0.01280393
1.733917713,-0.005109666,0.002011118,0.01324393
1.738850594,-0.00210475,0.002447214,0.01565915
1.743782997,0.000561628,-0.0006000347,0.01473297
1.748716355,-0.003749819,-0.003868936,0.01559255
1.753648758,-0.002847326,-0.0023425,0.01088287
1.758582115,-0.002836232,-0.001246306,0.008996695
1.763514996,0.002478043,0.003106656,0.01241942
1.768447876,-0.00043524,-0.001665255,0.008084204
1.773380757,-0.001006452,-0.0008027026,0.02038752
1.778313160,-0.0008309492,-0.00187883,0.00570936
1.783246517,-0.001795391,-0.003389847,0.01657192
1.788179398,-0.000748083,0.0009630836,0.01282954
1.795578480,-0.003351358,-0.001392818,0.01703459
1.800511837,-0.003757368,0.0005493,0.01136098
1.805444241,-0.001483468,-0.0005231941,0.005234899
1.810377598,-0.001542944,-0.0005241805,0.01044074
1.815310478,-0.001077278,-0.003554082,0.01184778
1.820243836,0.002139066,0.0008061422,0.008611484
1.825176239,0.0001796596,-0.0007211085,0.01093887
1.830109120,-0.007492497,0.002525633,0.0122637
1.835042000,-0.000693624,-0.002229217,0.01375572
1.839974880,-0.005517252,0.001873503,0.01039622
1.844908238,-0.0007270993,-7.474782E-05,0.01092944
1.849840641,-0.001129106,-0.003533051,0.01468741
1.854773998,-0.002407006,-0.002014301,0.01041804
1.859706402,-0.003949261,-6.991203E-05,0.008514147
1.864639759,-0.0005410942,-0.00157361,0.01754959
1.869572640,-0.002309692,0.0008177371,0.01706478
1.874505043,0.001047392,-0.001344285,0.01000157
1.879438400,0.00110854,-0.004603426,0.009981372
1.884371281,-0.002465211,-0.000926648,0.01184478
1.889304161,-0.005034575,-0.001172947,0.008490286
1.894237042,-0.003973565,-0.002261393,0.01275967
1.899169445,0.0004201165,-0.003344535,0.009506003
1.904102802,-0.0009105687,-0.001830272,0.009022503
1.909035683,0.001703757,-0.001614286,0.008117391
1.913969040,-0.003140088,-0.001848158,0.01466876
1.918901444,-0.003527778,0.0001140375,0.007575469
1.923834801,-0.002894373,-9.673751E-05,0.00947717
1.928767205,-0.0003242256,-0.002032422,0.01613021
1.933700562,0.001264355,-0.001827362,0.008582482
1.938633442,-0.001829719,0.0009831175,0.009500367
1.943567753,-0.002273536,-0.001410128,0.01515797
1.948499203,-0.0001551786,0.0007764864,0.01615123
1.953431606,0.0006169836,-0.0005329723,0.007633869
1.958364964,-0.001920881,0.003142705,0.01471964
1.963297844,0.001063581,-0.001415782,0.00574218
1.968231201,-0.00487539,-0.0005527639,0.01181054
1.975630283,-0.001511033,-0.005981736,0.01182646
1.980562687,-0.002262921,0.0007461871,0.01043876
1.985496044,0.0003138009,-0.0001228981,0.01425914
1.990428925,-0.0009168279,-0.0007906055,0.007609367
1.995361328,-0.0007823964,0.0009585401,0.01188316
2.000294685,0.003060919,0.002917714,0.0143214
2.005227566,0.00115752,-0.0007733237,0.01379512
2.010160446,-0.006424336,-0.0007944044,0.01178607
2.015093327,0.00341781,-0.0007818229,0.005782697
2.020026684,-0.0001743858,-0.001434572,0.01661088
2.024959087,0.001135648,-0.0007694896,0.0137951
2.029891968,-0.001064613,-0.0007688538,0.01612838
2.034824848,-5.627329E-06,0.002478692,0.01237951
2.039757729,-0.002304636,-0.001430038,0.009951565
2.044691086,0.00106201,0.0003311856,0.01711481
2.049623489,-0.002975302,-0.0001216037,0.009477036
2.054556847,0.001078139,0.003563257,0.01050939
2.059489727,-0.001494155,7.845399E-05,0.01281403
2.064422131,-0.003570186,-0.004275922,0.01086066
2.069355488,-0.0007739331,-0.003399202,0.01138217
2.074287891,-0.001518934,0.003328418,0.01094186
2.079221249,-0.0007512903,-0.002319691,0.008549913
2.084154129,-0.0007998061,-0.000138191,0.009982873
2.089087486,0.001545298,-0.001635597,0.01663554
2.094019890,-0.0006355194,0.0005190237,0.01330362
2.098952293,-0.002098404,-0.000770352,0.009012423
2.103885651,0.0006355024,0.0001148394,0.01521385
2.108818531,0.001962848,-0.001406728,0.01475105
2.113751888,-0.004738917,-0.0009807636,0.01133731
2.118684292,0.0002179274,0.0009915018,0.01237253
2.123617649,0.001552832,-0.0005324383,0.0119101
2.128550053,-0.002813733,-0.0005353528,0.01421001
2.133482933,-0.002966363,-0.002283325,0.01182924
2.138416290,-0.002543068,-0.0009721924,0.01137095
2.143348694,0.0002439,0.0009881099,0.01095272
2.148282051,-0.007504437,-0.004022259,0.01269518
2.153214455,-0.0007526846,-0.002252609,0.009023104
2.160614014,-0.001737604,0.002717254,0.01093411
2.165547371,0.0004459352,-0.0005366648,0.01520651
2.170479775,-0.00208734,-0.002940264,0.01041884
2.175413132,0.0001190908,0.005305442,0.01382031
2.180345535,0.0009616285,-0.0003474203,0.006222308
2.185278416,-0.0009591686,-0.006197602,0.01278082
2.190211773,-0.003000523,-0.001203217,0.01278255
2.195144177,0.0005387721,-0.00378511,0.01139958
2.200077534,-0.005269391,0.004230807,0.01278334
2.205010414,-0.0006519528,0.002707919,0.01047742
2.209943295,0.0004329202,0.001628051,0.01238015
2.214876175,-0.005437008,0.0003131908,0.01701501
2.219808579,-0.000816873,-0.0001046134,0.01282256
2.224741936,-0.001221012,0.00249556,0.02561416
2.229674816,-0.002995704,0.003122826,0.008550965
2.234608173,-0.003822958,0.001610985,0.008527782
2.239540577,-0.002567605,-0.0009916043,0.01752381
2.244473934,-0.001180627,-0.0003429072,0.009028942
2.249406338,0.0001600701,0.0002988373,0.006212872
2.254339218,-0.003814882,-0.002750701,0.01749269
2.259272575,0.0002571442,-0.001215023,0.01993157
2.264204979,-0.004550965,-0.00100446,0.001399464
2.269138336,-0.002956627,-0.0001435518,0.01326313
2.274070740,-0.003707822,0.002229235,0.0184742
2.279004097,-0.002843805,0.0009106356,0.001437861
2.283936977,-0.001226347,0.0006881276,0.01282178
2.288870335,-0.0002482164,-0.006454015,0.01468228
2.293802738,0.0002799172,0.0009304354,0.01237278
2.298735619,0.0007967479,-0.001019026,0.009054342
2.303668499,-0.0004327977,0.002248369,0.01615726
2.308601379,-0.002057905,-0.001875529,0.01184552
2.313534737,-0.003881823,0.001609493,0.01373357
2.318467140,0.0006697158,9.519995E-05,0.01710659
2.323400498,-0.0004697958,-0.002721341,0.007603727
2.328332901,0.0002698589,-0.001181877,0.01803802
2.333265781,0.00166512,0.004460331,0.01904372
2.340665817,-0.002707437,-0.002740683,0.01419649
2.345598221,1.975426E-05,-0.0035818,0.00476537
2.350531101,-0.001263764,-0.0003313277,0.0170741
2.355463982,-0.001688154,0.001628395,0.01234706
2.360396862,0.0008165268,-0.0009622468,0.006215106
2.365330219,-0.002879516,-0.003368519,0.01087597
2.370262623,-0.001812825,-0.002280278,0.01089966
2.375195980,-0.0007721972,-0.0001105214,0.01187637
2.380128861,0.0002689114,0.002069447,0.0109598
2.385061264,0.0004656817,0.001644341,0.01285345
2.389994621,-0.005121565,-0.0001135617,0.009916943
2.394927025,-0.001010103,0.0003410864,0.01092898
2.399860382,0.001165432,-0.002885733,0.017568
2.404793263,-0.001967672,0.004253562,0.01141344
2.409726620,-0.00583135,0.00334096,0.00992871
2.414659023,-9.674177E-05,-0.004645792,0.01706371
2.419591427,0.001244601,0.0003177598,0.003863151
2.424524784,-0.0009293387,-0.004027411,0.01090208
2.429457665,-0.002252706,-0.001433565,0.00853227
2.434391022,-0.003211324,0.0003127698,0.01420897
2.439323425,-0.002453666,-0.003149541,0.01088418
2.444256783,-0.003572518,-0.002058698,0.01182085
2.449189186,-0.003732188,0.004461089,0.01470178
2.454122067,0.001459276,-0.002266718,0.009529296
2.459055424,0.003964159,-0.0009437178,0.01525654
2.463987827,-0.00214865,0.002491403,0.01045281
2.468921185,-0.001613297,-0.001627065,0.00854085
2.473853588,-0.002799939,0.001619277,0.01185733
2.478786945,-0.004617434,0.005074286,0.01279925
2.483719826,0.0004788482,0.001615947,0.009540895
2.488652229,-9.352845E-05,-0.002499856,0.0104513
2.493585587,-0.002982603,-0.0001225141,0.01231604
2.498518467,-0.001072701,0.001404049,0.01235575
2.503451347,-0.003195133,-0.0007841131,0.01230872
2.508387566,-0.002112034,0.0002887836,0.009965834
2.513317585,-0.0009508618,-0.004042133,0.01184813
2.518249989,-0.003191593,0.002446157,0.006176748
2.523182869,-0.007427771,0.001996839,0.0169966
2.530582428,-0.003686196,5.710464E-05,0.01609415
2.535515309,-0.002420244,0.002867686,0.01471168
2.540448666,-0.0008592669,-0.0001702074,0.01471557
2.545381069,-0.002319541,-0.0003998809,0.009485062
2.550313950,-0.003450101,-0.0004070232,0.01278126
2.555247307,-0.004541152,0.001736253,0.01041246
2.560179711,-0.0009874781,-0.003032648,0.01232787
2.565113068,-0.001634761,0.0004373972,0.00571467
2.570045471,-0.002188571,0.001310001,0.01565195
2.574978829,-0.00208504,-0.0008723315,0.01043211
2.579911709,-0.003585173,-0.002166265,0.01134759
2.584844113,-0.0026701,-0.004977901,0.01228903
2.589777470,-0.002706735,-0.0006283215,0.008530671
2.594709873,-0.0001139377,-0.001488335,0.01140444
2.599643231,-0.005416384,0.00347362,0.01135683
2.604576111,-0.005378494,-0.0008654969,0.01606223
2.609509468,-0.000396687,0.00220415,0.01189822
2.614441872,0.0001059107,-0.003002618,0.01376468
2.619374752,-8.029889E-05,-0.001480569,0.008091965
2.624307633,-0.001475059,-0.001047544,0.0156471
2.629240513,-0.001818657,-0.003431338,0.01183936
2.634173870,-0.003573314,-0.002122073,0.01040113
2.639106274,-0.0007884854,-0.001224564,0.01281586
2.644039631,-0.002107681,-0.0008009179,0.01327176
2.648972035,-0.0003084733,-0.001015924,0.008564563
2.653904915,-0.0009871844,-0.001886342,0.01233523
2.658838272,0.0005793581,-0.002743483,0.009040003
2.663770676,-9.641361E-05,-0.001434558,0.008565277
2.668704033,-0.001487693,0.001164679,0.01234774
2.673636913,-0.002247452,-0.001442758,0.007112228
